Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
2015-04-01,"1,682",0,0,0,"1,440",0,0,0,0
2015-04-02,"2,104","3,931",1.77,8,"1,353",39,18,30,497
2015-04-03,"2,379","7,679",3.69,23,"1,248",178,0,14,867
2015-04-04,"1,685",6,0,0,"1,440",0,0,0,0
2015-04-05,"1,682",0,0,0,"1,440",0,0,0,0
2015-04-06,"1,683",0,0,0,"1,440",0,0,0,0
2015-04-07,"2,007","3,676",2.05,9,"1,364",58,5,13,402
2015-04-08,"1,683",0,0,0,"1,440",0,0,0,0
2015-04-09,"2,996","16,264",7.43,38,"1,131",232,30,47,"1,599"
2015-04-10,"2,956","16,228",7.39,67,"1,158",182,20,80,"1,515"
2015-04-11,"3,043","15,916",7.18,41,"1,109",223,61,47,"1,694"
2015-04-12,"1,771","1,093",0.49,1,"1,419",21,0,0,99
2015-04-13,"1,684",0,0,0,"1,440",0,0,0,0
2015-04-14,"2,963","18,085",7.82,0,"1,171",129,27,113,"1,555"
2015-04-15,"2,995","17,839",8.71,6,"1,176",129,36,99,"1,583"
2015-04-16,"2,281","5,484",2.96,7,"1,288",151,1,0,672
2015-04-17,"2,594","9,094",4.83,17,"1,195",245,0,0,"1,084"
2015-04-18,"2,823","13,205",6.94,14,"1,142",237,40,21,"1,406"
2015-04-19,"2,871","13,783",7.27,21,"1,142",255,12,31,"1,442"
2015-04-20,"3,012","13,951",7.46,51,"1,076",323,16,25,"1,646"
2015-04-21,"2,964","15,765",7.8,70,"1,158",180,40,62,"1,523"
2015-04-22,"2,988","12,135",6.87,46,"1,056",372,3,9,"1,660"
2015-04-23,"2,892","14,266",7.1,29,"1,125",244,21,50,"1,511"
2015-04-24,"2,881","12,073",5.95,32,"1,158",208,40,34,"1,438"
2015-04-25,"2,644","10,637",5.25,32,"1,190",191,16,43,"1,192"
2015-04-26,"2,598","8,781",4.73,19,"1,185",223,5,27,"1,114"
2015-04-27,"3,083","16,726",8.09,37,"1,096",252,19,73,"1,712"
2015-04-28,"3,034","17,036",8.14,42,649,194,39,63,"1,602"
2015-04-29,"3,532","20,667",10.61,26,"1,091",181,33,135,"2,179"
2015-04-30,"3,032","16,369",7.81,20,"1,130",218,25,67,"1,624"
