Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
2014-07-01,"1,821",0,0,0,"1,440",0,0,0,0
2014-07-02,"1,821",0,0,0,"1,440",0,0,0,0
2014-07-03,"1,820",0,0,0,"1,440",0,0,0,0
2014-07-04,"1,821",0,0,0,"1,440",0,0,0,0
2014-07-05,"1,821",0,0,0,"1,440",0,0,0,0
2014-07-06,"1,821",0,0,0,"1,440",0,0,0,0
2014-07-07,"1,820",0,0,0,"1,440",0,0,0,0
2014-07-08,"1,821",0,0,0,"1,440",0,0,0,0
2014-07-09,"1,821",0,0,0,"1,440",0,0,0,0
2014-07-10,"1,821",0,0,0,"1,440",0,0,0,0
2014-07-11,"1,820",0,0,0,"1,440",0,0,0,0
2014-07-12,"1,821",0,0,0,"1,440",0,0,0,0
2014-07-13,"1,821",0,0,0,"1,440",0,0,0,0
2014-07-14,"1,821",0,0,0,"1,440",0,0,0,0
2014-07-15,"1,820",0,0,0,"1,440",0,0,0,0
2014-07-16,"1,821",0,0,0,"1,440",0,0,0,0
2014-07-17,"1,821",0,0,0,"1,440",0,0,0,0
2014-07-18,"1,821",0,0,0,"1,440",0,0,0,0
2014-07-19,"1,820",0,0,0,"1,440",0,0,0,0
2014-07-20,"1,821",0,0,0,"1,440",0,0,0,0
2014-07-21,"1,821",0,0,0,"1,440",0,0,0,0
2014-07-22,"1,821",0,0,0,"1,440",0,0,0,0
2014-07-23,"1,820",0,0,0,"1,440",0,0,0,0
2014-07-24,"1,820",0,0,0,"1,440",0,0,0,0
2014-07-25,"1,821",0,0,0,"1,440",0,0,0,0
2014-07-26,"1,821",0,0,0,"1,440",0,0,0,0
2014-07-27,"1,821",0,0,0,"1,440",0,0,0,0
2014-07-28,"1,820",0,0,0,"1,440",0,0,0,0
2014-07-29,"1,820",0,0,0,"1,440",0,0,0,0
2014-07-30,"1,821",0,0,0,"1,440",0,0,0,0
2014-07-31,"1,821",0,0,0,"1,440",0,0,0,0
