Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories
2014-06-01,"1,821",0,0,0,"1,440",0,0,0,0
2014-06-02,"1,820",0,0,0,"1,440",0,0,0,0
2014-06-03,"1,821",0,0,0,"1,440",0,0,0,0
2014-06-04,"1,820",0,0,0,"1,440",0,0,0,0
2014-06-05,"1,821",0,0,0,"1,440",0,0,0,0
2014-06-06,"1,820",0,0,0,"1,440",0,0,0,0
2014-06-07,"1,821",0,0,0,"1,440",0,0,0,0
2014-06-08,"1,821",0,0,0,"1,440",0,0,0,0
2014-06-09,"1,821",0,0,0,"1,440",0,0,0,0
2014-06-10,"1,821",0,0,0,"1,440",0,0,0,0
2014-06-11,"1,820",0,0,0,"1,440",0,0,0,0
2014-06-12,"1,821",0,0,0,"1,440",0,0,0,0
2014-06-13,"1,820",0,0,0,"1,440",0,0,0,0
2014-06-14,"1,821",0,0,0,"1,440",0,0,0,0
2014-06-15,"1,821",0,0,0,"1,440",0,0,0,0
2014-06-16,"1,821",0,0,0,"1,440",0,0,0,0
2014-06-17,"1,821",0,0,0,"1,440",0,0,0,0
2014-06-18,"1,820",0,0,0,"1,440",0,0,0,0
2014-06-19,"1,821",0,0,0,"1,440",0,0,0,0
2014-06-20,"1,821",0,0,0,"1,440",0,0,0,0
2014-06-21,"1,820",0,0,0,"1,440",0,0,0,0
2014-06-22,"1,821",0,0,0,"1,440",0,0,0,0
2014-06-23,"1,821",0,0,0,"1,440",0,0,0,0
2014-06-24,"1,820",0,0,0,"1,440",0,0,0,0
2014-06-25,"1,821",0,0,0,"1,440",0,0,0,0
2014-06-26,"1,821",0,0,0,"1,440",0,0,0,0
2014-06-27,"1,820",0,0,0,"1,440",0,0,0,0
2014-06-28,"1,821",0,0,0,"1,440",0,0,0,0
2014-06-29,"1,821",0,0,0,"1,440",0,0,0,0
2014-06-30,"1,820",0,0,0,"1,440",0,0,0,0
